Datum von,Ort (ausschließlich Dresden),Thema,Teilnehmerzahl Anmeldung
2022-10-24,Lingner Allee - Lennestraße- St. Petersburger Str. - Prager Str. Springbrunnen,"Montagsspaziergang ""Dresden vereint"" Frieden, Freiheit, Tradition, um gesellschaftliche Spaltung zu überwinden",1500
2022-10-24,Neumarkt - Frauenstr. Wilsdruffer Str. - Neumarkt,Kein Platz für Rassismus,800
2022-10-24,Ebertplatz - Freiberger Str. - Postplatz - Neumarkt,Gemeinsam gegen Pegida,50
2022-10-26,Rathener Straße - Berthold Haupt Straße - Kastanienstraße –  Pirnaer Landstraße - Alte Straße - Rathener Straße,Demonstration für bezahlbare Energie und Frieden,120
2022-10-26,"Bautzener Str., Höhe Artesischer Brunnen",Frauen#Leben#Freiheit,100
2022-10-27,Olbrichtplatz Ecke Königsbrücker Str./Stauffenbergallee,Mahnwache für eine Reform des öffentlich-rechtlichen Rundfunks,50
2022-10-28,Pieschener Allee - Ostraufer - Terrassenufer - Neumarkt - Wilsdruffer Str. - Postplatz,"Für Frieden, Freiheit Werbung für Großdemo am 29.10.22 und Anschluss an das Gesundheitswesen",300
2022-10-28,Postplatz - Prager Str. -- St. Petersburger Str. -Budapester Straße - Postplatz,"Gesundheitswesen zeigt Gesicht für eine freie Impfentscheidung, 
gegen gesellschaftliche Spaltung und für einen friedlichen Dialog
",500
2022-10-28,"1. Parkplatz Lingerallee  - Pirnaischer Platz - Postplatz - Marienbrücke - Bautzner Str. -  Radeberger Str. - Alberststr. - Carolabrücke - Straßburger Platz - Lingnerallee 

2. Parkplatz Lingerallee
- Strasburger Platz - Reicker Str. - Prohliser Allee - Reicker Str. - Lenneplatz - Grunaer Str. - Lingnerallee
","2 Autokorsos: FÜR Friedensverhandlungen, FÜR bezahlbare Energie- und Lebens(er)haltungskosten, GEGEN Kriegstreiberei aus Steuergeldern, GEGEN Bargeldabschaffung zugunsten einer Totalüberwachung laut Great Reset-Verschwörung",60
2022-10-29,Schlossplatz und Augustusbrücke,Rechts bleibt´s kalt. Für solidarische Wärme,4000
2022-10-29,"Jorge Gomondai Platz, Neustädter Markt, Augustusbrücke, Schlossplatz",Solidarische Wärme gegen rechte Kälte,250
2022-10-29,Ecke Sophienstraße / Chaverigasse neben dem Theaterplatz,Freie Sachsen unterstützen den grossen Protest in Dresden,10
2022-10-29,"1. Theaterplatz - Wiener Platz - Pirnaischer Platz - Sachsenplatz - Carolaplatz - Rathenauplatz - Terrassenufer - Neumarkt - Postplatz - Theaterplatz
2. Theaterplatz - Postplatz - Dippoldiswalder Platz - Georgplatz - Terrassenufer - Neumarkt - Postplatz - Theaterplatz","2 Aufzüge: Tag für Frieden und Freiheit - Demonstration für Menschenrechte, Demokratie, Gewaltenteilung und Politikerhaftung",8000
2022-10-29,Parkplatz Lingerallee - St. Petersburger Str. - Kesselsdorfer Str. - Ebereschenstr. - Hamburger Str. -  Postplatz - Pirnaische Str.,"Autokorso: Für die Millionen Impfopfer des Corona Gen-Experiments und gegen die Gefahr, die von der politisch idelogischen , giftgrünen Sekte für die Demoktratie ausgeht  ",20
2022-10-29,Elberadweg zw. Augustus- und Carolabrücke auf Neustädter Seite,Solidarität für Iran,400
2022-10-31,Bibliothek Bühlau - Bautzener Landstr./Ecke Plattleite  und zurück,Bühlau geht Montags spazieren,150
2022-10-31,Lingner Allee - Lennestraße- Dr. Külz Ring. - Postplatz -  Pirnaischer Platz - Strasburger Platz - Lingner Allee,"Montagsspaziergang ""Dresden vereint"" Frieden, Freiheit, Tradition, um gesellschaftliche Spaltung zu überwinden",1500
2022-11-01,Staatskanzlei,Demo für eine tragbare Energiepolitik und qualifizierte Regierungsmitglieder ,100
2022-11-02,Gehweg der Rathener Str. analog Demostrecke der Freien Sachsen,"Hohle Phrasen, dumme Reden - Großzschachwitz soll das nicht mehr lang erleben!",10
2022-11-02,Rathener Strasse - Guerickestr.  - Rathener Strasse,Demonstration für bezahlbare Energie und Frieden,100
2022-11-04,Theaterplatz- Postplatz - Dr. Külz-Ring - Prager Str. -- St. Petersburger Str. -Neumarkt - Sophienstr. - Theaterplatz,"Gesundheitswesen zeigt Gesicht für eine freie Impfentscheidung, 
gegen gesellschaftliche Spaltung und für einen friedlichen Dialog
",500
2022-11-07,Lingner Allee - Lennestraße- Pirnaischer Platz - Neumarkt - ZKG - Pirnaischer Platz - Strasburger Platz - Lingner Allee,"Montagsspaziergang ""Dresden vereint"" Frieden, Freiheit, Tradition, um gesellschaftliche Spaltung zu überwinden",1500
2022-11-07,Bibliothek Bühlau - Bautzener Landstr./Ecke Plattleite  und zurück,Bühlau geht Montags spazieren,150
2022-11-09,"Synagoge Hasenberg Akademiestr. - Stadtmuseum - ""Judenhaus"" - Kulturpalast - Theaterplatz - Alter Leipziger Bhf.",Gang des Gedenkens - Erinnerung an den 9. November,50
2022-11-09,Beginn Rathener Str. analog Strecke Herrn Schreiber,"Hohle Phrasen, rechte Reden - Großzschachwitz sollte das auch am 9.11. nicht erleben",10
2022-11-09,Rathener Straße Ecke Schönaer Straße - Platz der Fahrbibliothek - Fußweg,Wer schreit hat Unrecht,20
2022-11-09,Rathener Straße (zwischen Schönaer Straße und Alte Straße) - Schönaer Straße - Bahnhofstraße - Bismarckstraße - Bismarckstraße - Reisstraße - Straße des 17. Juni - Försterlingstraße - Rathener Straße - Ausgangsort,Demonstration für bezahlbare Energie und Frieden,120
2022-11-11,Theaterplatz - Sophienstr. - Schloßplatz- Augustusstr. - Neumarkt -  Schießgasse- Carolabrücke - Köpckestr - Wiesentorstr. - Elbradweg bis zum Festplatz an der Elbe - Wiesentorstr. - Köpckestr. - Augustusbrücke - Sophienstr. - Theaterplatz ,"Gesundheitswesen zeigt Gesicht für eine freie Impfentscheidung, 
gegen gesellschaftliche Spaltung und für einen friedlichen Dialog
",500
2022-11-11,"Theaterplatz - Sophienstr. - Postplatz - Wallstr. - Dippoldiswalde Platz- Waisenhausstr.- Georgplatz- St.-Petersburger-Str. - Pillnitzer Str. - Steinstr. - Terrassenufer - Terrassenufer links hoch zum Schloßplatz- dort an den Treppen zur Brühlsche Terrasse/Schloßplatz Lichteraktion + Abschlusskundgebung ca 20-30min), Die Lichteraktion ist direkt auf den Treppen zur Brühlsche Terrasse geplant! ","Gesundheitswesen zeigt Gesicht für eine freie Impfentscheidung,gegen gesellschaftliche Spaltung und für einen friedlichen Dialog",
2022-11-14,Bibliothek Bühlau - Bautzener Landstr./Ecke Plattleite  und zurück,Bühlau geht Montags spazieren,150
2022-11-14,Lingner Allee - Lennestraße- Pirnaischer Platz -  Strasburger Platz - Lingner Allee,Landwirtschaft: Wie geht es unseren lokalen Landwirten?,1500
2022-11-14,Parkplatz Volksfestgelände Pieschener Allee - Pieschener Straße - Lothringer Straße - Volksfestgelände Pieschener Allee.,Autokorso für Frieden in Europa und eine sinnvolle Energiepolitik,50
2022-11-14,Lingnerallee angrenzend an die Lennéstraße ,Dresden vereint sich nicht!,12
2022-11-15,Dr.Külz Ring,Heißer Herbst in Dresden,350
2022-11-16,Postplatz- Hertha-Lindner-Straße - Hamburger Straße,Aufnehmen statt Abschieben!,150
2022-11-16,Rathener Straße - Zschachcenter - Schönaer Straße - Rathener Straße ,Bürgerprotest für ein bezahlbares Leben und Frieden für Alle.,130
2022-11-16,Schönaer Straße 2,"Hohle Phrasen, rechte Reden - Großzschachwitz soll das nicht mehr lang erleben!""",10
2022-11-17,Georg Treu Platz,Mahnwache für Frieden -  gegen Gewalt und Krieg überall,10
2022-11-18,Theaterplatz - Altmarktgalerie - Dr. Külz Ring - Pirnaischer Platz - Postplatz - Theaterplatz,"Gesundheitswesen zeigt Gesicht für eine freie Impfentscheidung, 
gegen gesellschaftliche Spaltung und für einen friedlichen Dialog
",500
2022-11-18,Centrum Galerie Prager Straße ,gegen prekäre Beschäftigung und Arbeitsrechtsverstöße in der Dresdner Gastronomie- und Lebensmittelbranche,20
2022-11-18,Wiener Platz Höhe hbf,Genug ist genug - Kampange gegen die soziale Schieflage und Energiekrise,10
2022-11-18,Fußgängerzone Prager Straße Höhe Centrums Galerie,gegen prekäre Beschäftigung und Arbeitsrechtsverstöße in der Dresdner Gastronomie- und Lebensmittelbranche,20
2022-11-19,Theaterplatz,"Klagen und Weltweite Demonstrationen zum Gedanken an die Opfer des Monats November im Zusa menhang mit der iranischen Revolution, der 19. November entspricht dem 28, Aban im Iran",200
2022-11-20,Alaunplatz,Mahnwache zum Gedenken an die Opfer von Transfeindlichkeit,30
2022-11-21,vor Sächsischem Landtag,Lehrstühle statt leere Stühle - für eine faire Lehre an Musikhochschuilen,70
2022-11-21,Bibliothek Bühlau - Bautzener Landstr./Ecke Plattleite  und zurück,Bühlau geht Montags spazieren,150
2022-11-21,Lingnerallee - Straßburger Platz - Dr.-Külz-Ring - Georgplatz - - Lennéstraße - Lingnerallee ,"Montagsspaziergang ""Dresden vereint"" Frieden, Freiheit, Tradition.",1500
2022-11-21,Jakob-Winter-Platz 16 (auf dem Zugangsweg zum Prohliscenter),Genug ist genug,10
2022-11-23,"Am Werk 1 – Pirnaer Landstraße, am Wiesenrand/Ecke Türmsdorfer Straß e – Pirnaer Landstraße -  Am Werk 1","Es reicht, unser Volk zuerst ! NEIN zur Bevormundung des Staates – NEIN zum Containerdorf – Dresden Sporbitz !",400
2022-11-24,Olbrichtplatz Ecke Königsbrücker Str./Stauffenbergallee,"Mahnwache ""Leuchtturm ARD"" für einen unabhängigen, multipolaren, staatsfernen Rundfunk",50
2022-11-24,Rathausplatz,"Bezahlbare Energie! Steuern senken, Nord-Stream II öffnen",50
2022-11-25,Hans Oster Str. 4,Gegen Arbeitsrechtsverstöße gemeinsam wehren,5
2022-11-25,Theaterplatz - Sophienstr. - Postplatz - Wallstr. - Zwischenkundgebung Vorplatz Altmarktgalerie - Dr.-Külz-Ring- Dippoliswalder Platz - Waisenhausstr. - Georgplatz - St.Peterburger Str. - Akamedmiestr. - Hasneberg - Terrassenufer - Radeberger Schankhaus hoch - Schloßplatz - Sophienstr- Theaterplatz,"Gesundheitswesen zeigt Gesicht für eine freie Impfentscheidung,gegen gesellschaftliche Spaltung und für einen friedlichen Dialog",500
2022-11-26,Dr. Külz Ring,"FRIEDENSVERHANDLUNGEN - JETZT! Keine Waffenlieferungen von Deutschland - Schluß mit NATO-Kriegsbeteiligung, Raus aus NATO",150
2022-11-27,Schloßplatz,Gemeinsam sind wir stärker,100
2022-11-28,Bibliothek Bühlau - Bautzener Landstr./Ecke Plattleite  und zurück,Bühlau geht Montags spazieren,150
2022-11-28,"Autokorso Robotron Platz (Treffpunkt) - St. Petersburger Str. - Pillnitzer Str. - Steinstr. - Terrassenufer - 
Bernhard-von-Lindenau-Platz - Devrientstr. - Kleine Packhofstr. - Ostra-Allee - Postplatz - Willsdruffer Str. - Robotron 
Platz ( Abschlusskundgebung und Endpunkt",Bürgerprotest für bezahlbare Energie und transparente Politik,500
2022-11-28, Pirnaischer Platz auf der Freifläche St. Pe_x0002_tersburger Straße/Ecke Grunaer Straße - Aufzug ab 19 Uhr: St. Petersburger Straße - Rathenauplatz - Pillnitzer Straße - Steinstraße - Terrassenufer - Fahrbahn Bernhard-von-Lindenau-Platz - Devrientstraße - Kleine Packhof_x0002_straße - Ostra-Allee - Postplatz - Marienstraße - Dippoldiswalder Platz - Waisenhausstraße - Georgplatz - St. Petersburger Straße - Abschlusskundgebung von etwa 20.30 bis 20.45 Uhr: Pirnaischer Platz auf der Freifläche St. Petersburger Straße/Ecke Grunaer Straße.,Bürgerprotest für bezahlbare Energie und transparente Politik,500
2022-11-28,"Parkplatz Lingnerallee - Lennéstraße - Lennéplatz - Parkstraße - Lindengasse - Mosczinskistraße - Mary-Wigmann-Straße - Sidonienstraße - St. Petersburger Straße - Wiener Platz - St. Petersburger Straße - Georgplatz - Bürgerwiese - Parkstraße -
Lennéplatz - Lennéstraße und Beendigung der Versammlung gegen 21.15 Uhr auf dem 
Parkplatz an der Lingnerallee","„Montagsdemonstration ‚Dresden vereint‘ für Frieden, Freiheit und Tradition",1500
2022-11-30,"Am Werk 1, Pirnaer Landstraße, Struppener Straße, am Sand – Höhe Hausnummer 6 – Zwischenkundgebung –  Struppener Straße, Pirnaer Landstraße, Am Werk 1","Es reicht, unser Volk zuerst ! NEIN zur Bevormundung des Staates – NEIN zum Containerdorf – Dresden Sporbitz !",400
2022-12-02,Theaterplatz - Terrassenufer - Hasenberg - Akademiestr. - St.Petersburger-Str. - Dr. Külz-Ring - Vorplatz Altmarktgalerie- Wallstr. - Postplatz- Sophienstr. - Theaterplatz ,"Gesundheitswesen zeigt Gesicht für eine freie Impfentscheidung,gegen gesellschaftliche Spaltung, für einen friedlichen Dialog und eine gesunde Zukunft",
2022-12-02,Theaterplatz - Terassenufer - Dr. Külz Ring - Pirnaischer Platz - Postplatz - Theaterplatz,"Gesundheitswesen zeigt Gesicht für eine freie Impfentscheidung, 
gegen gesellschaftliche Spaltung und für einen friedlichen Dialog
",500
2022-12-05,Bibliothek Bühlau - Bautzener Landstr./Ecke Plattleite  und zurück,Bühlau geht Montags spazieren,150
2022-12-05,Pirnaer Platz - Josephinenstr - Marienstrsße - Pirnaer Platz,Bürgerprotest für bezahlbare Energie und transparente Politik,300
2022-12-05,Parkplatz an der Lingnerallee (Rondell nahe Lennestraße),"Montagsspaziergang ""Dresden vereint"" Frieden, Freiheit, Tradition.",1500
2022-12-06,Sachsenforum,Genug ist genug,10
2022-12-07,Pirnaer Landstraße,Asyl ist Menschenrecht,25
2022-12-07,"Am Werk 1, Pirnaer Landstraße, Fritz Schreiter Straße – Fritz Schreiter Straße Kameradenweg, Hausnummer 15 – Zwischenkundgebung, Kameradenweg, Fritz Schreiter Straße, Pirnaer Landstraße, Am Werk 1, ENDE","Es reicht, unser Volk zuerst ! NEIN zur Bevormundung des Staates – NEIN zum Containerdorf – Dresden Sporbitz",400
2022-12-09,Strasburger Platz,"Stoppt den fossilen Wahnsinn! Mit der Aktion fordern wir von der Politik und
Verwaltung, dass Erneuerbarer Strom und Energiesparen vorangetrieben werden,
sodass wir geordnet aus allen fossilen Energieträgern aussteigen können.",30
2022-12-09,Prager Straße,Ukraine Now,10
2022-12-09,Theaterplatz-Sophienstraße-Postplatz-Wallstr-Altemrkt-Watzke-Thetareplatz,Das Gesundheitswesen steht auf - für eine gesunde Zukunft. Missstände und Personalmangel im Gesundheitswesen aufzeigen und beseitigen. […]“,50
2022-12-12,Bibliothek Bühlau - Bautzener Landstr./Ecke Plattleite  und zurück,Bühlau geht Montags spazieren,150
2022-12-12,Parkplatz Flutrinne/Messe - Messering - Pieschener Allee - Ostra-Ufer - Devrienstr. - Bernhard-von-Lindenau-Platz - Terrassenufer - Sachsenplatz - Güntzstr. - Lennéstr. - Lennéplatz - Tiergartenstr. - Karcherallee - Bodenbacher Str. - Pirnaer Landstr. - Ortseingang Heidenau - Dresdner Str. - Siegfried-Rädel-Str. - Platz-der-Freiheit - August-Bebel-Str. -,Autokorso für Frieden und Demokratie,50
2022-12-12,Parkplatz an der Lingnerallee (Rondell nahe Lennestraße),"Montagsspaziergang ""Dresden vereint"" Frieden, Freiheit, Tradition.",1500
2022-12-12,Aufzug: St. Petersburger Straße (über Georgplatz) - Wiener Platz - Reitbahnstraße - Josephi_x0002_nenstraße - Querung Budapester Straße - Annenstraße - Marienstraße - Dippoldiswalder Platz - Waisenhausstraße - Georgplatz - St. Petersburger Straße - Abschluss von 20.30 bis 20.35 Uhr: Pirnaischer Platz auf der Freifläche St. Petersburger Straße/Ecke Grunaer Straße.,Bürgerprotest für bezahlbare Energie und transparente Politik,150
2022-12-14,"Am Werk 1, Pirnaer Landstraße, Struppener Straße, Johannes Brahms Straße, Bernhard Shaw Straße, Am Sand, Struppener Straße Hausnummer 18 – Zwischenkundgebung Struppener Straße, Pirnaer Landstraße, Am Werk 1","Es reicht, unser Volk zuerst ! NEIN zur Bevormundung des Staates – NEIN zum Containerdorf – Dresden Sporbitz",400
2022-12-15,Rathausplatz,"Bezahlbare Energie! Steuern senken, Nord-Stream II öffnen",50
2022-12-15,Eine Seite der Augustusbrücke in Dresden,Mein Licht für die Ukraine,100
2022-12-16,Schlesischer Platz(Auftaktkundgebung) - Dr. Friedrich Wolf Straße - Lößnitzstraße - Friedensstraße - Fritz Reuter Straße - Bischofsplatz - Königsbrücker Straße - Albertplatz  - Alaunstraße - Loisenstraße - Görlitzer Straße - Alaunplatz (Endkundgebung) ,Freiheit für alle politischen Gefangenen - spektrenübergreifende Solidarität aufbauen!,50
2022-12-17,Wienerplatz - St. Petersburger Str. - Carolabrücke - Carolaplatz Köpkestraße  (Zwischenkundgebung) Augustusbrücke - Sophienstr. - Theaterplatz (Abschlusskundgebung),Genug ist genug,300
2022-12-19,Bibliothek Bühlau - Bautzener Landstr./Ecke Plattleite  und zurück,Bühlau geht Montags spazieren,150
2022-12-19,Lingnerallee - Straßburger Platz - Dr.-Külz-Ring - Georgplatz - - Lennéstraße - Lingnerallee ,"Montagsspaziergang ""Dresden vereint"" Frieden, Freiheit, Tradition.",500
2022-12-19,Pirnaischer Platz auf der Freifläche St. Pe_x0002_tersburger Straße/Ecke Grunaer Straße - Aufzug ab 19 Uhr: St. Petersburger Straße - Rathenauplatz - Pillnitzer Straße - Steinstraße - Terrassenufer - Postplatz - Wallstr. - Dippoldiswalder Platz - Wiener Platz - St. Petersburger Straße - Pirnaischer Platz auf der Freifläche St. Petersburger Straße/Ecke Grunaer Straße,Bürgerprotest für bezahlbare Energie und transparente Politik,150
2022-12-21,"Am Werk 1, Pirnaer Landstraße, Struppener Straße, Am Sand, Meußlitzer Straße, Ecke Schlehdornstraße (Zwischenkundgebung max. 20 min.), Meußlitzer Straße, Am Sand, Struppener Straße, Pirnaer Landstraße, Am Werk 1, Ende","Es reicht, unser Volk zuerst ! NEIN zur Bevormundung des Staates – NEIN zum Containerdorf – Dresden Sporbitz !",400
2022-12-28,"Am Werk 1, Pirnaer Landstraße, Struppener Straße, Am Sand, Meußlitzer Straße, Diesterwegstraße, An der Telle, Damaschkestraße, Bernhard – Shaw – Straße, Am Sand, Struppener Straße, Pirnaer Landstraße, Am Werk 1, Endkundgebun","Es reicht, unser Volk zuerst ! NEIN zur Bevormundung des Staates – NEIN zum Containerdorf – Dresden Sporbitz !",600
2022-12-28,"Pirnaer Landstraße, Am Werk",Asyl ist Menschenrecht,100
2022-12-31,JVA Hammerweg (Fläche am Robinienhain),Solidarität zu Silvester - das Knastsystem überwinden,40
