Unnamed: 0,Unnamed: 1,Unnamed: 2,Versammlungen 2021,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
Datum,Beginn,Ende,Thema,Ort,Aufzug,Teilnehmende,Absage
2021-01-23 00:00:00,,,Ihre Krise nicht auf unserem Rücken,Friedrichsplatz,,100,
2021-01-05 00:00:00,,,Stille Mahnwache für Frieden,Schlossplatz Durlach,,8,
2021-01-07 00:00:00,,,Maskenfreier Appell,BVerfG,,40-100,
2021-01-05 00:00:00,,,Antifaschistischer Friedensdiscozug,Innenstadt,x,60,x
2021-01-06 00:00:00,,,Maskenfreier Appell,Schlossplatz,,100,
2021-01-05 00:00:00,,,Antifaschistische Friedensdiscodemo,Kronenplatz,,20-40,
2021-01-02 00:00:00,,,Antifaschistische Friedensdiscodemo,Schlossplatz Durlach,,20-40,
2021-01-09 00:00:00,,,Aufklärung zur drohenden Zwangsimpfung,Europaplatz bis Messplatz,x,150,x
2021-01-12 00:00:00,,,Antifaschistische Friedensdiscodemo,Gutenbergplatz,,40,
2021-01-14 00:00:00,,,Antifaschistische Friedensdiscodemo,Schlossplatz,,100,
2021-01-11 00:00:00,,,Montagsdemo gegen Hartz IV und Sozialabbau,Marktplatz,,50,
2021-02-01 00:00:00,,,Montagsdemo gegen Hartz IV und Sozialabbau,Marktplatz,,50,
2021-01-10 00:00:00,,,"Peace-Love-Musiv, Politischer Lichter-Aufzug",Palmbach,x,20,
2021-01-08 00:00:00,,,Kundgebung vor dem türkischen Generalkonsulat,Türkisches Generalkonsulat,,10,
2021-01-15 00:00:00,,,Kunstperformance für Menschenwürde,Messplatz,,30,
2021-01-23 00:00:00,,,Kunstperformance für Menschenwürde,Europaplatz bis Marktplatz,x,30,x
2021-02-11 00:00:00,,,Kurdenmarsch,Gemarkung Karlsruhe,x,160,x
2021-03-08 00:00:00,,,Kundgebung / Demonstration am internationalen Frauentag,Friedrichsplatz,x,200,
2021-01-19 00:00:00,,,Antifaschistische Friedensdiscodemo,Kronenplatz,,70,
2021-01-21 00:00:00,,,Antifaschistische Friedensdiscodemo,Schlossplatz,,70,
2021-01-16 00:00:00,,,Antifaschistische Friedensdiscodemo,Badnerlandhalle,,50,
2021-01-15 00:00:00,,,Wir bestehen auf die ersten 20 Artikel unserer Verfassung,Friedrichsplatz,,50,
2021-01-31 00:00:00,,,Freiheit (Religion),Marktplatz,,20,
2021-01-14 00:00:00,,,Maskenfreier Appell,BVerfG,,50,
2021-01-18 00:00:00,,,Antifaschistische Friedensdiscodemo,Werderplatz,,70,
2021-01-16 00:00:00,,,Kunstperformance für Grundrechte,Erbrpinzenstraße bis Marktplatz,x,20,
2021-02-19 00:00:00,,,Gegen rechten Terror,Kirchplatz St. Stephan,,100,
2021-04-24 00:00:00,,,Rettungskette für Menschenrechte,Moltkestraße,,2000,x
2021-01-21 00:00:00,,,Catcalls of Karlsruhe kreiden an,Europaplatz,,2,
2021-01-22 00:00:00,,,Gegen Schwurbelei und Verschwörungstheorien,Friedrichsplatz,,50,
2021-01-23 00:00:00,,,Bewegungsmeditation,Nottingham-Anlage,,80,
2021-01-22 00:00:00,,,Wir bestehen auf die ersten 20 Artikel unserer Verfassung,Friedrichsplatz,,90,
2021-01-22 00:00:00,,,Autokorso,Pfinztal,,?,
2021-01-21 00:00:00,,,Maskenfreier Appell,BVerfG,,50,
2021-01-23 00:00:00,,,Corona-Impfstoff,Pfizerstraße,,20,
2021-01-23 00:00:00,,,Für das Grundgesetz,Nußbaumweg,,20,
2021-01-23 00:00:00,,,Kein Lockdown für Kinderrechte,Schlossplatz,,50-100,
2021-01-28 00:00:00,,,Maskenfreier Appell,BVerfG,,50,
2021-01-29 00:00:00,,,Querdenken versenken,Friedrichsplatz,,150,
2021-02-06 00:00:00,,,Gedenken an alle Opfer der Corona-Maßnahmen,Messplatz,,749,
2021-03-19 00:00:00,,,Fridays for Future,Marktplatz,,50,x
2021-03-19 00:00:00,,,Fridays for Future,Marktplatz + Hebelstraße,,2000,x
2021-01-29 00:00:00,,,Wir bestehen auf die ersten 20 Artikel unserer Verfassung,Friedrichsplatz,,100,
2021-02-05 00:00:00,,,Wir bestehen auf die ersten 20 Artikel unserer Verfassung,Friedrichsplatz,,100,
2021-01-30 00:00:00,,,Catcalls of Karlsruhe kreiden an,Kronenplatz/Marktplatz,,2,
2021-01-30 00:00:00,,,Seebrücke,Marktplatz,,20,
2021-01-29 00:00:00,,,Kunstperformance für Grundrechte,Messplatz,,20,
2021-01-30 00:00:00,,,Kunstperformance für Grundrechte,Weststadt,,20,
2021-02-07 00:00:00,,,Antifaschistische Versammlung,Rathausplatz Stupferich,,100,
2021-02-06 00:00:00,,,Bewegung statt Stillstand,Messplatz,,749,x
2021-02-02 00:00:00,,,Stille Mahnwache für Frieden,Schlossplatz Durlach,,8,
2021-03-02 00:00:00,,,Stille Mahnwache für Frieden,Schlossplatz Durlach,,8,
2021-03-05 00:00:00,,,Performance gegen Gewalt an Frauen,Europaplatz,,20,
2021-02-12 00:00:00,,,Wir bestehen auf die ersten 20 Artikel unserer Verfassung,Friedrichsplatz,,150,
2021-03-08 00:00:00,,,Montagsdemo gegen Hartz IV und Sozialabbau,Marktplatz,,50,
2021-02-07 00:00:00,,,Freiheit (Religion),Marktplatz,,20,
2021-02-04 00:00:00,,,Maskenfreier Appell,BVerfG,,50,
2021-03-10 00:00:00,,,Equal Pay Day,Stephanplatz,,40,
2021-02-10 00:00:00,,,Maskenfreier Appell,BVerfG,,60,
2021-02-07 00:00:00,,,Catcalls of Karlsruhe kreiden an,Kronenplatz + Marktplatz,,2,
2021-02-20 00:00:00,,,Gutes Wohnen für Alle,Werderplatz,,100,x
2021-02-15 00:00:00,,,Gegen die Corona-Maßnahmen,Durlach,,50,
2021-03-14 00:00:00,,,"Für Verbindung, Ehrlichkeit, Frieden und Liebe",Schlossplatz,,500,
2021-02-14 00:00:00,,,LGBTIQ-Rechte,Marktplatz,,5,
2021-02-13 00:00:00,,,Catcalls of Karlsruhe kreiden an,Oststadt,,2,
2021-02-14 00:00:00,,,Freiheit der Religionsausübung mit Redebeiträgen und Musik,Marktplatz,,25,
2021-02-11 00:00:00,,,Zur aktuellen politischen Lage,Europaplatz,,25,x
2021-02-19 00:00:00,,,Wir bestehen auf die ersten 20 Artikel unserer Verfassung,Marktplatz,,150,
2021-02-12 00:00:00,,,Kunstperformance für Grundrechte,Messplatz,,15,
2021-02-17 00:00:00,,,Gegen rechte Hetze,Friedrichsplatz,,100,
2021-02-26 00:00:00,,,Wir bestehen auf die ersten 20 Artikel unserer Verfassung,Marktplatz,,150,
2021-03-05 00:00:00,,,Wir bestehen auf die ersten 20 Artikel unserer Verfassung,Friedrichsplatz,,250,
2021-02-16 00:00:00,,,Peace Love Music,Kronenplatz,,70,
2021-02-18 00:00:00,,,Peace Love Music,Schlossplatz,,70,
2021-02-20 00:00:00,,,KMUs machen aufmerksam auf ihre aktuelle Situation,Marktplatz/Saumarkt Durlach,,50,
2021-02-17 00:00:00,,,Infostand - Fragen und Antworten - Rund um die Corona-Maßnahmen,Ludwigsplatz,,15,
2021-02-21 00:00:00,,,Freiheit,Marktplatz,,25,
2021-02-18 00:00:00,,,Maskenfreier Appell,BVerfG,,60,
2021-03-02 00:00:00,,,Urteilsverkündung CETA,Marktplatz,,20,
2021-02-20 00:00:00,,,Verkehrswende,Schlossgarten,,50,
2021-02-21 00:00:00,,,Kunstperformance für Grundrechte,Schloss,,17,
2021-03-19 00:00:00,,,Fridays for Future,Schloss,,2000,
2021-03-13 00:00:00,,,Gemeinsam gegen Rassismus,Marktplatz,,200,
2021-02-23 00:00:00,,,Unterstützung zum Erhalt und Pflege von ökologischer Landwirtschaft,Festplatz Gartenhalle ,,30,
2021-03-05 00:00:00,,,MITdenken statt Querdenken,Friedrichsplatz,,125,
2021-03-10 00:00:00,,,Fukushima Jahrestag,EnBW Zentrale,,20,
2021-02-25 00:00:00,,,Catcalls of Karlsruhe kreiden an,Rüppurrer Straße 1,,2,
2021-02-26 00:00:00,,,Catcalls of Karlsruhe kreiden an,Europaplatz,,2,
2021-02-24 00:00:00,,,Infostand - Fragen und Antworten - Rund um die Corona-Maßnahmen,Marktplatz,,15,
2021-02-27 00:00:00,,,Menschenrechtslage auf Sri Lanka,Bahnhofsvorplatz,,20,
2021-02-25 00:00:00,,,Maskenfreier Appell,BVerfG,,50,
2021-02-28 00:00:00,,,Freiheit,Marktplatz,,25,
2021-02-26 00:00:00,,,Plakatniederlegung Klimakrise,Stephanplatz,,30,
2021-03-13 00:00:00,,,Gute Bildung und nachhaltige Entwicklung für unsere Kinder,Schlossplatz,,40,x
2021-03-06 00:00:00,,,Protestcamp Seebrücke,Schlossplatz,,15-100,
2021-03-07 00:00:00,,,Protestcamp Seebrücke,Schlossplatz,,15-100,
2021-03-10 00:00:00,,,Corona-Impfstoff,Marktplatz,,50-70,
2021-03-04 00:00:00,,,Maskenfreier Appell,BVerfG,,50,
2021-03-08 00:00:00,,,verdi Kampagne zur LTW 2021,Städtisches Klinikum,,20,
2021-03-12 00:00:00,,,Wir bestehen auf die ersten 20 Artikel unserer Verfassung,Marktplatz,,120,
2021-03-05 00:00:00,,,Coronoia 2020,Ettlinger Straße bis Friedrichsplatz,,20,
2021-03-07 00:00:00,,,Freiheit-Religion,Marktplatz,,25,
2021-03-03 00:00:00,,,"Mahnwache ""Für eine offene und freie Debattenkultur - Verbindung statt Spaltung""",Marktplatz,,15,
2021-03-20 00:00:00,,,Friedensklangweg,Garten der Religionen bis Marktplatz,,20,x
2021-03-07 00:00:00,,,Informationsveranstaltung Fridays for future - Straßenbeleuchtung mit abwaschbaren Temperafarben,Schloss,,20,
2021-03-05 00:00:00,,,Kunstperformance für Grundrechte,Messplatz,,20,
2021-03-08 00:00:00,,,Catcalls of Karlsruhe kreiden am Weltfrauentag,"Europaplatz, Herrenstraße, Marktplatz, Schlossgarten, Kronenplatz",,4,
2021-03-06 00:00:00,,,Kunstperformance für Grundrechte,"Karl-Wolf-Weg, Günther-Klotz-Anlage",,20,
2021-04-27 00:00:00,,,"Politische Kundgebung gegen Rechtsextremismus, Antisemitismus und Rassismus",Marktplatz,,250,
2021-03-18 00:00:00,,,Tag der politischen Gefangenen,Friedrichsplatz,,50,
2021-03-23 00:00:00,,,"Mit §§ RECHT §§ rassistisch? Wir haben und alle ""lieb"" oder wie struktureller Rassismus das gesellschaftliche Klima vergiftet",Kirchplatz St. Stephan,,50-70,
2021-03-28 00:00:00,,,Jugend gegen Krieg,Beginn/Ende: Schlossplatz,x,100-150,
2021-03-11 00:00:00,,,Infostand zum Urteil des BGH wegen illegalem Waffenhandel,Kirchplatz St. Stephan,,40,x
2021-03-11 00:00:00,,,Maskenfreier Appell,BVerfG,,50,
2021-03-10 00:00:00,,,Für eine offene und freie Debattenkultur - Verbindung statt Spaltung,Marktplatz,,15,
2021-03-27 00:00:00,,,Falun Dafa und die Verfolgung durch die Kommunistische Partei Chinas,Marktplatz,,5,
2021-03-14 00:00:00,,,Freiheit - Religion,Marktplatz,,25,
2021-03-13 00:00:00,,,"""Die Kirche im Dorf lassen"" gegen die Vergrößerung des Tagebau Garzweiler",Marktplatz (ev. Stadtkirche),,3,
2021-03-12 00:00:00,,,Coronoia 2020,Ettlinger Straße bis Marktplatz,x,15,x
2021-03-15 00:00:00,,,Gegen Polizeigewalt und Behördenwillkür,Beginn/Ende: Werderplatz,x,50,
2021-03-23 00:00:00,,,Stärkung der queeren Sichtbarkeit in Karlsruhe. Aufruf an die Fraktionen im Gemeinderat die queeren Belange im Blick zu halten.,Festplatz Gartenhalle ,,30,
2021-03-26 00:00:00,,,Wir bestehen auf die ersten 20 Artikel unserer Verfassung,Marktplatz,,120,
2021-03-19 00:00:00,,,Wir bestehen auf die ersten 20 Artikel unserer Verfassung,Marktplatz,,120,
2021-03-20 00:00:00,,,#NoMoreEmptyPromises - Energieewende jetzt!,Marktplatz (Pyramide und Kaiserstraße),,30,
2021-03-17 00:00:00,,,Catcalls of Karlsruhe kreiden an,Marktplatz,,2,
2021-03-20 00:00:00,,,Frieden ohne Gewalt,Marktplatz (Pyramide),,15,
2021-03-18 00:00:00,,,Maskenfreier Appell,BVerfG,,50,
2021-03-27 00:00:00,,,Gemeinsam gegen Rassismus,Marktplatz,,200,
2021-03-17 00:00:00,,,Für eine offene und freie Debattenkultur - Verbindung statt Spaltung,Marktplatz,,15,
2021-03-21 00:00:00,,,Freiheit - Religion,Marktplatz,,25,
2021-03-27 00:00:00,,,Aufruf zur Teilnahme am Ostermarsch 2021 in Stuttgart am 03.04.2021,Marktplatz,,10,
2021-03-28 00:00:00,,,Tanzen für den Frieden,Schlossgarten,,20,
2021-03-19 00:00:00,,,Kunstperformance für Grundrechte,Messplatz,,20,
2021-03-21 00:00:00,,,Kunstperformance für Grundrechte,Start: Karl-Friedrich-Straße,x,20,
2021-04-09 00:00:00,,,Artenschutz geht uns Alle an!,,x,30,x
2021-03-23 00:00:00,,,Catcalls of Karlsruhe kreiden an,Marktplatz,,2,
2021-04-06 00:00:00,,,"Stille Mahnwache für Frieden, Menschenrechte und Demokratie",Schlossplatz Durlach,,8,
2021-05-04 00:00:00,,,"Stille Mahnwache für Frieden, Menschenrechte und Demokratie",Schlossplatz Durlach,,8,
2021-03-25 00:00:00,,,Maskenfreier Appell,Bundesverfassungsgericht,,40,
2021-03-24 00:00:00,,,Für eine offene und freie Debattenkultur - Verbindung statt Spaltung,Marktplatz,,15,
2021-03-25 00:00:00,,,Catcalls of Karlsruhe kreiden an,"Europaplatz, Herrenstraße, Marktplatz",,2,
2021-03-25 00:00:00,,,Der 200te Feiertag der Befreiung Griechenlands von den Osmanen (25. März 1821),"Beginn: Marktplatz, Ende: Friedrichsplatz",x,200,
2021-03-26 00:00:00,,,Mahnwache zum drohenden landverlust des Biolandhofes Schleinkofer aus Rüppurr,Rathaus am Marktplatz,,20,
2021-03-28 00:00:00,,,Freiheit - Religion,Marktplatz,,25,
2021-04-06 00:00:00,,,Frauenrechte,Rintheimer Straße (Türkisches Generalkonsulat),,15,x
2021-04-02 00:00:00,,,Sternfahrt für ein Kinderlächeln,Start: Messplatz,x,?,
2021-04-02 00:00:00,,,Wir bestehen auf die ersten 20 Artikel unserer Verfassung,Marktplatz,,100,
2021-04-09 00:00:00,,,Artenschutz geht uns Alle an!,Marktplatz,,30,x
2021-04-24 00:00:00,,,Techno vereinigt Kulturen,Günther-Klotz-Anlage,,150,x
2021-04-09 00:00:00,,,Wir bestehen auf die ersten 20 Artikel unserer Verfassung,Marktplatz,,120,
2021-04-04 00:00:00,,,Osterkundgebung: Mit Hoffnung durch den Frühling,Schlossplatz,,200,
2021-04-01 00:00:00,,,Maskenfreier Appell,BVerfG,,50,
2021-04-01 00:00:00,,,Bewegungsmeditation für den Frieden und gegen die Erstarrung der Herzen,"Park ""Alter Friedhof""",,80,
2021-04-15 00:00:00,,,Finger weg von den Kindern. Keine Maskenpflicht. Keine Testpflicht. ,Staatliches Schulamt,,80,
2021-04-04 00:00:00,,,Freiheit - Religion,Marktplatz,,25,
2021-04-10 00:00:00,,,ZeroCovid,Schlossplatz,,50,
2021-04-27 00:00:00,,,Frauenrechte,Rintheimer Straße (Türkisches Generalkonsulat),,15,
2021-04-08 00:00:00,,,Unser deutsches Bundesverfassungsgericht muss - nach dem Vorbild des Verwaltungsgerichts Wien (VGW-103/048/3227/2021-2) - unsere Grundrechte schützen: Die Pandemie ist zu Ende,Bundesverfassungsgericht,,50,
2021-04-24 00:00:00,,,Falun Dafa und die Verfolgung durch die Kommunistische Partei Chinas,Marktplatz,,5,
2021-05-17 00:00:00,16:00:00,19:00:00,International Day against Homophobia (IDAHO*),"Platz der Grundrechte, Karl-Friedrich-Straße, Rondellplatz, Erbprinzenstraße, Karlstraße, Karlstraße, Kaiserstraße, Platz der Grundrechte",x,100,
2021-04-24 00:00:00,,,Rettungsleine - gegen das Sterben im Mittelmeer,Platz der Grundrechte,,80,
2021-04-12 00:00:00,,,Bundesweite Aktion zur Einführung einer bedarfsgerechten Personalausstattung im Krankenhaus,"Haus A, Städtisches Klinikum",,10,
2021-04-07 00:00:00,,,Für eine offene und freie Debattenkultur - Verbindung statt Spaltung,Marktplatz,,15,
2021-04-11 00:00:00,,,Aktionstag Sicherer Hafen Ba-Wü - Sofortige Evakuierung alle Flüchtlinge aus den Flüchtlingslagern an den Außengrenzen der EU und Aufnahme der Flüchtlinge,Schlossplatz,,50,
2021-04-16 00:00:00,,,Wir bestehen auf die ersten 20 Artikel unserer Verfassung,Marktplatz,,150,
2021-04-23 00:00:00,,,Wir bestehen auf die ersten 20 Artikel unserer Verfassung,Marktplatz,,150,
2021-04-30 00:00:00,,,Wir bestehen auf die ersten 20 Artikel unserer Verfassung,Marktplatz,,150,
2021-05-01 00:00:00,,,1. Mai als internationaler Tag der Arbeiter,Marktplatz/Kirchplatz St. Stephan,,100,x
2021-04-12 00:00:00,,,Montagsdemo gegen Hartz IV und Sozialabbau + Konsequenter Gesundheitsschutz: JA! Abwälzung der Krisenlasten auf die Bevölkerung und Abbau demokratischer Rechte und Freiheiten: NEIN!,Marktplatz,,50,
2021-05-05 00:00:00,,,Montagsdemo gegen Hartz IV und Sozialabbau + Konsequenter Gesundheitsschutz: JA! Abwälzung der Krisenlasten auf die Bevölkerung und Abbau demokratischer Rechte und Freiheiten: NEIN!,Marktplatz,,50,
2021-04-14 00:00:00,,,Catcalls of Karlsruhe kreiden an,Europaplatz/Herrenstraße/Marktplatz/Kronenplatz,,2,
2021-04-17 00:00:00,,,Catcalls of Karlsruhe kreiden an,Marktplatz/Zähringer Straße/Bürgerstraße/Europaplatz/Hirschstraße,,2,
2021-04-19 00:00:00,,,Catcalls of Karlsruhe kreiden an,Bernhardstraße/Brunnenstraße/Kapellenstraße/Rüppurer Straße,,2,x
2021-04-18 00:00:00,,,Freiheit - Religion,Schlossplatz,,25,
2021-04-15 00:00:00,,,Maskenfreier Appell,Bundesverfassungsgericht,,50,
2021-04-22 00:00:00,,,Maskenfreier Appell,Bundesverfassungsgericht,,50,
2021-05-12 00:00:00,,,Tag der Pflege - für mehr Personal in Krankenhäuser und Pflegeeinrichtungen,Friedrichsplatz,,80,
2021-04-25 00:00:00,,,Bewegungsmeditation für den inneren und äußeren frieden und gegen die Erstarrung der Herzen,"Park ""Alter Friedhof""",,80,
2021-04-14 00:00:00,,,Für eine offene und freie Debattenkultur - Verbindung statt Spaltung,Marktplatz,,15,
2021-04-24 00:00:00,,,Billigfleisch Mahnwache,Ludwig-Erhard-Allee/Rüppurrer Straße,,2,
2021-06-05 00:00:00,,,Mehr Achtsamkeit für die Gesundheit,Friedrichsplatz,x,200,x
2021-06-03 00:00:00,,,Querdenken 721,Messplatz bis Günther-Klotz-Anlage,x,1500,
2021-04-24 00:00:00,,,Kunstaktion gegen die geplante Urheberrechtsreform,Bundesverfassungsgericht,,5,
2021-05-01 00:00:00,,,Mit Mut und Solidarität - als Klasse kämpfen - für eine Zukunft ohne Krisen!,Schlossplatz bis Festplatz,x,200,
2021-05-15 00:00:00,14:00:00,17:00:00,150 Jahre § 218 - Es reicht!,Marktplatz,,200,
2021-07-05 00:00:00,,,Mahnwache: 12 Jahre Massaker von Urumqi,Marktplatz,,30,
2021-04-25 00:00:00,,,Freiheit-Religion,Schlossplatz,,25,
2021-05-22 00:00:00,14:00:00,18:00:00,Hoffnung durch Musik,Wiese der Albkapelle in Grünwinkel,,100,
2021-05-02 00:00:00,,,Mahnmal zum Tag der Lebensmittelverschwendung - Initiative Foodsharing Karlsruhe,Marktplatz,,10,
2021-05-03 00:00:00,,,"Solidarität mit Kolleg*innen aus der Gebäudereinigung in Houston, Texas",gegenüber Durlacher Allee 109,,15,
2021-05-09 00:00:00,,,"Situation von Flüchtlingen in Europa und Lybien, Ausstellung von Bildern aus den Lagern",Marktplatz,,?,
2021-04-29 00:00:00,,,Maskenfreier Appell: Unser deutsches Bundesverfassungsgericht muss unsere Grundrechte schützen. Stoppt Folter und Menschenrechtsverletzungen!,Bundesverfassungsgericht,,50,
2021-05-08 00:00:00,,,Müll sammeln + Aufmerksamkeit für die Partei Volt,Stephansplatz bis Schlosspark,x,10,
2021-04-28 00:00:00,,,Mahnwache für eine offene und freie Debattenkultur - Verbindung statt Spaltung,Marktplatz,,10,
2021-05-08 00:00:00,,,Sofortige Evakuierung aller Flüchtlinge aus den Flüchtlingslagern an den Außengrenzen der EU und Aufnahme der Flüchtlinge / 8.5.2021 - Jahrestag der Befreiung vom Faschismus,Schlossplatz,,50,
2021-05-16 00:00:00,17:00:00,20:00:00,Bewegungsmeditation für den inneren und äußeren frieden und gegen die Erstarrung der Herzen,"Park ""Alter Friedhof""/Nottingham Anlage",,80,
2021-05-02 00:00:00,,,Freiheit-Religion,Schlossplatz,,25,
2021-05-09 00:00:00,,,ZeroCovid,Schlossplatz,,60,
2021-05-01 00:00:00,,,Arbeitsrecht und gegenseitige Hilfe,Schlossplatz,,15,
2021-05-01 00:00:00,,,Solidarität ist Zukunft,Stephanplatz/Marktplatz/Friedrichsplatz/Kronenplatz,,400,
2021-05-15 00:00:00,14:00:00,17:00:00,Global Marijuana March,Schlossplatz,,50,
2021-05-03 00:00:00,,,Montagsdemo gegen Hartz IV und Sozialabbau + Konsequenter Gesundheitsschutz: JA! Abwälzung der Krisenlasten auf die Bevölkerung und Abbau demokratischer Rechte und Freiheiten: NEIN!,Marktplatz,,50,
2021-05-04 00:00:00,,,Satzung Hauptausschuss zu Flughafen Karlsruhe/Baden,Marktplatz,,20,
2021-05-06 00:00:00,,,"Maskenfreier Appell: Unser deutsches Bundesverfassungsgericht muss unsere Grundrechte schützen! Stoppt Folter und Menschenrechtsverletzungen! Dies kann nur mit integeren, unbestechlichen Richtern gelingen. ",,,50,
2021-05-06 00:00:00,,,Freiheit Religion,Marktplatz,,40,
2021-05-09 00:00:00,,,Freiheit Religion,Schlossplatz,,25,
2021-05-05 00:00:00,,,Mahnwache für eine offene und freie Debattenkultur - Verbindung statt Spaltung,Marktplatz,,10,
2021-05-14 00:00:00,12:00:00,17:00:00,Kundgebung von Fridays for Future bzgl. der Investionsstrategie der Commerzbank,Marktplatz,,30,
2021-05-15 00:00:00,10:00:00,17:00:00,150 Jahre §218 sind genug,Platz der Grundrechte,,5,
2021-05-07 00:00:00,,,Wir bestehen auf die ersten 20 Artikel unserer Verfassung,Marktplatz,,120,
2021-06-17 00:00:00,,,"Außenpolitik, Friedenspolitik, Waffenexporte, Menschenrechte",Friedrichsplatz,,200,
2021-05-10 00:00:00,,,Aktuelle Situation in Kolumbien,Marktplatz/Schlossplatz,,25,
2021-05-15 00:00:00,10:00:00,20:00:00,Billigfleisch Mahnwache,Ludwig-Erhard-Allee/Rüppurrer Straße,,2,
2021-05-28 00:00:00,,,Politische Kundgebung von Herrn Todenhöfer,Messplatz,,1000,x
2021-05-16 00:00:00,13:00:00,17:00:00,Freiheit-Religion,Schlossplatz,,25,
2021-05-12 00:00:00,,,12. Mai Internationaler Tag der Pflegenden,"Haus A, Städtisches Klinikum",,20,
2021-05-14 00:00:00,17:30:00,19:30:00,Wider den Faschismus,Marktplatz,,120,
2021-05-12 00:00:00,,,Für eine offene und freie Debattenkultur - Verbindung statt Spaltung,Marktplatz,,10,
2021-05-13 00:00:00,,,Menschenrechte in Belarus,Bundesverfassungsgericht,,10,x
2021-05-15 00:00:00,15:00:00,18:00:00,Proteste wegen drohender Zwangsräumungen im Ostjerusalemner Stadtteil Scheich Dscharrah,Stephanplatz,,50,
2021-05-15 00:00:00,17:15:00,19:00:00,Palästinensche Situation in Jerusalem,Marktplatz,,150,
2021-05-12 00:00:00,,,Fridays for Future,Marktplatz bis BVerfG,x,50,
2021-05-15 00:00:00,15:00:00,18:00:00,Öffentlichkeit schaffen für den Völkermord an den Tamilen / Menschenrechtslage auf Sri Lanka,Friedrichsplatz,,10,
2021-05-16 00:00:00,16:00:00,21:00:00,Gran Marcha Por Colombia - Kundgebung gegen die Gewalt der kolumbianischen Regierung gegenüber der Zivilbevölkerung,Schlossplatz,,120,
2021-06-03 00:00:00,12:00:00,18:00:00,Kein Platz für Querdenken,mehrere Örtlichkeiten,,150,
2021-05-18 00:00:00,14.30,18:30:00,Landverlust des Biolandhofes Schleinkofer,Festplatz Gartenhalle ,,20,
2021-05-20 00:00:00,18:00:00,19:00:00,"Maskenfreier Appell: Unser deutsches Bundesverfassungsgericht muss unsere Menschenrechte und unsere freiheitlich, demokratische Grundordnung schützen! Eine faktische Aufhebung der Gewaltenteilung von Exekutive, Legislative und Judikative ist nicht zulässig! Stoptt Folter udn Menschenrechtsverletzugnen!",Bundesverfassungsgericht,,50,
2021-07-11 00:00:00,16:30:00,18:00:00,Mahnwache und Demonstration zum Gedenken an den Völkermord von Srebrenica,Platz der Grundrechte,x,100,
2021-06-18 00:00:00,09:30:00,13:00:00,Artenschutz geht uns Alle an!,Marktplatz,,80,x
2021-05-30 00:00:00,17:00:00,20:00:00,Bewegungsmeditation für den inneren und äußeren frieden und gegen die Erstarrung der Herzen,"Park ""Alter Friedhof""",,80,
